id,game,start_date,end_date,game title,start of free,end of free
448.0,Additional minor DLC / cosmetics slots (holiday pack group)*,21/12/2023,31/12/2023,,,
449.0,Black Book (repeat),21/12/2023,31/12/2023,,,
450.0,Dishonored: Death of the Outsider,21/12/2023,31/12/2023,,,
451.0,Escape Academy,21/12/2023,31/12/2023,,,
452.0,Grime,21/12/2023,31/12/2023,,,
453.0,Idle Champions of the Forgotten Realms (DLC pack),21/12/2023,31/12/2023,,,
454.0,Marvel's Guardians of the Galaxy,21/12/2023,31/12/2023,,,
455.0,theHunter: Call of the Wild (repeat),21/12/2023,31/12/2023,,,
456.0,Train Sim World 3 (example holiday slot)*,21/12/2023,31/12/2023,,,
457.0,Train Valley 2,21/12/2023,31/12/2023,,,
458.0,Turnip Boy Commits Tax Evasion (repeat),21/12/2023,31/12/2023,,,
459.0,Art of Rally,22/12/2023,23/12/2023,,,
460.0,Fallout 3,23/12/2023,24/12/2023,,,
461.0,Ghostwire: Tokyo,24/12/2023,25/12/2023,,,
462.0,The Outer Worlds,25/12/2023,26/12/2023,,,
463.0,Human Resource Machine,26/12/2023,27/12/2023,,,
464.0,Cursed to Golf,27/12/2023,28/12/2023,,,
465.0,Cat Quest,28/12/2023,29/12/2023,,,
466.0,Snakebird Complete,29/12/2023,30/12/2023,,,
467.0,Saints Row (2022),30/12/2023,31/12/2023,,,
468.0,Ghostrunner,31/12/2023,01/01/2024,,,
469.0,Escape Academy,01/01/2024,02/01/2024,,,
470.0,20 Minutes Till Dawn,02/01/2024,03/01/2024,,,
471.0,A Plague Tale: Innocence,03/01/2024,04/01/2024,,,
472.0,Marvel's Guardians of the Galaxy,04/01/2024,11/01/2024,,,
473.0,Sail Forth,11/01/2024,18/01/2024,,,
474.0,LOVE,18/01/2024,25/01/2024,,,
475.0,Infinifactory,25/01/2024,01/02/2024,,,
476.0,Doors: Paradox,01/02/2024,08/02/2024,,,
477.0,Lost Castle,08/02/2024,15/02/2024,,,
478.0,Doki Doki Literature Club Plus!,08/02/2024,15/02/2024,,,
479.0,Dakar Desert Rally,15/02/2024,22/02/2024,,,
480.0,Super Meat Boy Forever,22/02/2024,29/02/2024,,,
481.0,Aerial_Knight's Never Yield,29/02/2024,07/03/2024,,,
482.0,Thief (2014),04/03/2024,11/04/2024,,,
483.0,The Outer Worlds,04/03/2024,11/04/2024,,,
484.0,Astro Duel,07/03/2024,14/03/2024,,,
485.0,The Bridge,14/03/2024,21/03/2024,,,
486.0,LISA: The Painful,14/03/2024,21/03/2024,,,
487.0,Deus Ex: Mankind Divided,14/03/2024,21/03/2024,,,
488.0,Call of The Wild: The Angler,21/03/2024,28/03/2024,,,
489.0,Invincible Presents: Atom Eve,21/03/2024,28/03/2024,,,
490.0,Islets,28/03/2024,04/04/2024,,,
491.0,Circus Electrique,04/04/2024,11/04/2024,,,
492.0,Ghostrunner,11/04/2024,18/04/2024,,,
493.0,The Big Con,18/04/2024,25/04/2024,,,
494.0,Town of Salem 2,18/04/2024,25/04/2024,,,
495.0,Circus Electrique,18/04/2024,25/04/2024,,,
496.0,Industria,25/04/2024,02/05/2024,,,
497.0,Orcs Must Die! 3,02/05/2024,09/05/2024,,,
498.0,LISA: The Joyful,02/05/2024,09/05/2024,,,
499.0,Cat Quest II,02/05/2024,09/05/2024,,,
500.0,Orcs Must Die! 2 (repeat),09/05/2024,16/05/2024,,,
501.0,Firestone: Online Idle RPG,09/05/2024,16/05/2024,,,
502.0,Dragon Age: Inquisition,16/05/2024,23/05/2024,,,
503.0,Farming Simulator 22,23/05/2024,30/05/2024,,,
504.0,Chivalry 2,30/05/2024,06/06/2024,,,
505.0,Marvel's Midnight Suns,30/05/2024,06/06/2024,,,
506.0,Redout 2,06/06/2024,13/06/2024,,,
507.0,Idle Champions of the Forgotten Realms (DLC pack),13/06/2024,20/06/2024,,,
508.0,Freshly Frosted + Rumble Club pack,20/06/2024,27/06/2024,,,
509.0,Sunless Skies: Sovereign Edition,27/06/2024,04/07/2024,,,
510.0,The Falconeer,04/07/2024,11/07/2024,,,
511.0,Floppy Knights,11/07/2024,18/07/2024,,,
512.0,Arcade Paradise,18/07/2024,25/07/2024,,,
513.0,Maid of Sker,18/07/2024,25/07/2024,,,
514.0,F.I.S.T.: Forged In Shadow Torch,25/07/2024,01/08/2024,,,
515.0,LumbearJack,01/08/2024,08/08/2024,,,
516.0,Rawmen: Food Fighter Arena,01/08/2024,08/08/2024,,,
517.0,DNF Duel,08/08/2024,15/08/2024,,,
518.0,CYGNI: All Guns Blazing,08/08/2024,15/08/2024,,,
519.0,Death's Gambit: Afterlife,15/08/2024,22/08/2024,,,
520.0,World of Warships  Starter Pack: Albany,15/08/2024,22/08/2024,,,
521.0,Gigantic: Rampage Edition,22/08/2024,29/08/2024,,,
522.0,The Callisto Protocol,22/08/2024,29/08/2024,,,
523.0,Fallout Classic Edition,29/08/2024,05/09/2024,,,
524.0,Wild Card Football,29/08/2024,05/09/2024,,,
525.0,Football Manager 2024,05/09/2024,12/09/2024,,,
526.0,Sniper Ghost Warrior Contracts,05/09/2024,12/09/2024,,,
527.0,Rugrats: Adventures in Gameland,12/09/2024,19/09/2024,,,
528.0,Super Crazy Rhythm Castle,12/09/2024,19/09/2024,,,
529.0,Toem,19/09/2024,26/09/2024,,,
530.0,The Last Stand: Aftermath,19/09/2024,26/09/2024,,,
531.0,The Spirit and the Mouse,26/09/2024,03/10/2024,,,
532.0,Bear and Breakfast,03/10/2024,10/10/2024,,,
533.0,Outliver: Tribulation,10/10/2024,17/10/2024,,,
534.0,Empyrion - Galactic Survival,10/10/2024,17/10/2024,,,
535.0,Kardboard Kings: Card Shop Simulator,17/10/2024,17/10/2024,,,
536.0,Invincible Presents: Atom Eve,17/10/2024,24/10/2024,,,
537.0,Moving Out,24/10/2024,31/10/2024,,,
538.0,Ghostwire: Tokyo,31/10/2024,07/11/2024,,,
539.0,Witch It,31/10/2024,07/11/2024,,,
540.0,Deceive Inc.,07/11/2024,14/11/2024,,,
541.0,Castlevania Anniversary Collection,14/11/2024,21/11/2024,,,
542.0,Snakebird Complete,14/11/2024,21/11/2024,,,
543.0,Beholder,21/11/2024,28/11/2024,,,
544.0,Brotato,28/11/2024,05/12/2024,,,
545.0,Lego Star Wars: The Skywalker Saga,05/12/2024,12/12/2024,,,
546.0,Bus Simulator 21 Next Stop,05/12/2024,12/12/2024,,,
547.0,The Lord of the Rings: Return to Moria,12/12/2024,19/12/2024,,,
548.0,Vampire Survivors,19/12/2024,20/12/2024,,,
549.0,Astrea: Six-Sided Oracles,20/12/2024,21/12/2024,,,
550.0,TerraTech,21/12/2024,22/12/2024,,,
551.0,Wizard of Legend,22/12/2024,23/12/2024,,,
552.0,Dark and Darker,23/12/2024,24/12/2024,,,
553.0,DREDGE,24/12/2024,25/12/2024,,,
554.0,Control,25/12/2024,26/12/2024,,,
555.0,Ghostrunner 2,26/12/2024,27/12/2024,,,
556.0,Hot Wheels Unleashed,27/12/2024,28/12/2024,,,
557.0,KILL KNIGHT,28/12/2024,29/12/2024,,,
558.0,Orcs Must Die! 3 (repeat),29/12/2024,30/12/2024,,,
559.0,REDACTED (mystery day 2024)*,30/12/2024,31/12/2024,,,
560.0,Sifu,31/12/2024,01/01/2025,,,
561.0,Kingdom Come: Deliverance,01/01/2025,02/01/2025,,,
562.0,Hell Let Loose,02/01/2025,09/01/2025,,,
563.0,Turmoil,09/01/2025,16/01/2025,,,
564.0,Escape Academy,16/01/2025,23/01/2025,,,
565.0,Behind the Frame: The Finest Scenery,23/01/2025,30/01/2025,,,
566.0,Undying,30/01/2025,06/02/2025,,,
567.0,Beyond Blue,06/02/2025,13/02/2025,,,
568.0,Humankind,06/02/2025,13/02/2025,,,
569.0,F1 Manager 2024,13/02/2025,20/02/2025,,,
570.0,Garden Story,20/02/2025,27/02/2025,,,
571.0,World War Z Aftermath,20/02/2025,27/02/2025,,,
572.0,Mages of Mystralia,27/02/2025,06/03/2025,,,
573.0,Them's Fightin' Herds,06/03/2025,13/03/2025,,,
574.0,Mortal Shell,13/03/2025,20/03/2025,,,
575.0,World Of Warships  Anniversary Party Flavor,13/03/2025,20/03/2025,,,
576.0,Jurassic World Evolution 2,20/03/2025,27/03/2025,,,
577.0,Cat Quest,27/03/2025,03/04/2025,,,
578.0,"Neko Ghost, Jump!",27/03/2025,03/04/2025,,,
579.0,Cat Quest 2,03/04/2025,10/04/2025,,,
580.0,River City Girls,10/04/2025,17/04/2025,,,
581.0,Botanicula,17/04/2025,24/04/2025,,,
582.0,Chuchel,24/04/2025,01/05/2025,,,
583.0,Albion Online Welcome Gift,24/04/2025,01/05/2025,,,
584.0,Super Space Club,01/05/2025,08/05/2025,,,
585.0,Deadtime Defenders,08/05/2025,15/05/2025,,,
586.0,Touch Type Tale,08/05/2025,15/05/2025,,,
587.0,Happy Game,15/05/2025,22/05/2025,,,
588.0,Dead Island 2,15/05/2025,22/05/2025,,,
589.0,Deliver At All Costs,22/05/2025,29/05/2025,,,
590.0,Gigapocalypse,22/05/2025,29/05/2025,,,
591.0,Sifu,22/05/2025,29/05/2025,,,
592.0,Limbo,29/05/2025,05/06/2025,,,
593.0,Tiny Tina's Wonderlands,29/05/2025,05/06/2025,,,
594.0,Deathloop,05/06/2025,12/06/2025,,,
595.0,Ogu and the Secret Forest,05/06/2025,12/06/2025,,,
596.0,Two Point Hospital,12/06/2025,19/06/2025,,,
597.0,The Operator,19/06/2025,26/06/2025,,,
598.0,Sable,26/06/2025,03/07/2025,,,
599.0,Backpack Hero,03/07/2025,10/07/2025,,,
600.0,Figment,03/07/2025,10/07/2025,,,
601.0,Figment 2,10/07/2025,17/07/2025,,,
602.0,Sky Racket,10/07/2025,17/07/2025,,,
603.0,Civilization 6 Platinum Edition,17/07/2025,24/07/2025,,,
604.0,Legion TD2,24/07/2025,31/07/2025,,,
605.0,Keylocker,31/07/2025,07/08/2025,,,
606.0,Pilgrims,31/07/2025,07/08/2025,,,
607.0,112 Operator,07/08/2025,14/08/2025,,,
608.0,Road Redemption,07/08/2025,14/08/2025,,,
609.0,Hidden Folks,14/08/2025,21/08/2025,,,
610.0,Totally Reliable Delivery Service,14/08/2025,21/08/2025,,,
611.0,Kamaeru: A Frog Refuge,21/08/2025,28/08/2025,,,
612.0,Strange Horticulture,21/08/2025,28/08/2025,,,
613.0,Machinarium,28/08/2025,04/09/2025,,,
614.0,Make Way,28/08/2025,04/09/2025,,,
615.0,Monument Valley,04/09/2025,11/09/2025,,,
616.0,Ghostrunner 2,11/09/2025,18/09/2025,,,
617.0,Monument Valley 2,11/09/2025,18/09/2025,,,
618.0,The Battle of Polytopia,11/09/2025,18/09/2025,,,
619.0,Project Winter,18/09/2025,25/09/2025,,,
620.0,Samorost 2,18/09/2025,25/09/2025,,,
621.0,Eastern Exorcist,25/09/2025,02/10/2025,,,
622.0,Jorels Brother and The Most Important Game of the Galaxy,25/09/2025,02/10/2025,,,
623.0,Nightingale,02/10/2025,09/10/2025,,,
624.0,Gravity Circuit,09/10/2025,16/10/2025,,,
625.0,Amnesia: The Bunker,16/10/2025,23/10/2025,,,
626.0,Samorost 3,16/10/2025,23/10/2025,,,
627.0,Fear the Spotlight,23/10/2025,30/10/2025,,,
628.0,Five Nights at Freddy's: Into the Pit,30/10/2025,06/11/2025,,,
629.0,Bendy and the Ink Machine,30/10/2025,06/11/2025,,,
630.0,Felix The Reaper,06/11/2025,13/11/2025,,,
631.0,ScourgeBringer,13/11/2025,20/11/2025,,,
632.0,Songs of Silence,13/11/2025,20/11/2025,,,
633.0,Zero Hour,13/11/2025,20/11/2025,,,
634.0,Zoeti,20/11/2025,27/11/2025,,,
635.0,Godzilla Voxel Wars,20/11/2025,27/11/2025,,,
636.0,Universe for Sale,27/11/2025,04/12/2025,,,
637.0,The Darkside Detective,04/12/2025,11/12/2025,,,
638.0,The Jackbox Party Pack 4,04/12/2025,11/12/2025,,,
639.0,Hogwarts Legacy,11/12/2025,18/12/2025,,,
640.0,Jotunnslayer: Hordes of Hel,18/12/2025,19/12/2025,,,
641.0,Eternights,19/12/2025,20/12/2025,,,
642.0,Blood West,20/12/2025,21/12/2025,,,
643.0,Sorry We're Closed,21/12/2025,22/12/2025,,,
644.0,Paradise Killer,22/12/2025,23/12/2025,,,
645.0,Bloodstained: Ritual of the Night,23/12/2025,24/12/2025,,,
646.0,The Callisto Protocol,24/12/2025,25/12/2025,,,
647.0,Disco Elysium  The Final Cut,25/12/2025,26/12/2025,,,
648.0,We Were Here Together,26/12/2025,27/12/2025,,,
649.0,Cassette Beasts,27/12/2025,28/12/2025,,,
650.0,SKALD: Against the Black Priory,28/12/2025,29/12/2025,,,
651.0,Viewfinder,29/12/2025,30/12/2025,,,
652.0,Trine Classic Collection,30/12/2025,31/12/2025,,,
653.0,Chivalry 2,31/12/2025,01/01/2026,,,
654.0,Wildgate,01/01/2026,08/01/2026,,,
655.0,Total War: Three Kingdoms,01/01/2026,08/01/2026,,,
656.0,Bloons TD 6,08/01/2026,15/01/2026,,,
,,,,,,
,,,,,,
,,,,Styx: Master of Shadows,2026-01-15T16:00:00.000Z,2026-01-22T16:00:00.000Z
,,,,Styx: Shards of Darkness - Deluxe Edition,2026-01-15T16:00:00.000Z,2026-01-22T16:00:00.000Z
